TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO
461,154,23,4,7,18,8,11,148,5,8,18,4,1,3,0,1,,,,,1,14,462
473,138,52,5,7,19,9,0,147,7,6,21,8,1,1,2,2,,,,,0,14,473
459,152,47,5,9,30,10,3,130,7,10,12,5,1,1,0,1,,,,,1,10,460
452,144,31,2,6,21,16,10,146,9,1,16,6,0,1,0,0,,,,,0,16,452
444,145,35,5,5,31,12,7,128,8,9,17,8,1,0,0,0,,,,,1,13,444
402,115,44,3,7,20,12,5,120,12,4,20,4,0,3,0,1,,,,,0,10,402
409,118,32,3,5,16,10,10,138,14,6,11,2,1,0,0,1,,,,,0,10,Ilegible
,,,,,,,,,,,,,,,,,,,,,,,
390,149,29,3,7,15,11,3,113,3,6,9,3,3,1,0,1,,,,,0,9,390
395,120,34,5,6,10,11,9,120,8,12,15,7,0,0,0,1,,,,,0,14,398
370,96,25,4,8,15,10,5,120,4,10,7,4,1,3,1,2,,,,,1,14,370
408,117,38,4,11,15,11,4,135,9,3,18,7,2,0,0,1,,,,,1,14,408
395,132,31,5,7,10,0,1,120,7,11,13,7,1,1,0,0,,,,,0,12,395
,,,,,,,,,,,,,,,,,,,,,,,
408,140,39,6,5,5,20,4,114,8,10,8,4,2,1,0,1,,,,,0,18,408
417,145,30,6,8,8,14,6,136,4,4,14,2,0,2,0,0,,,,,0,11,417
408,157,46,3,9,16,11,4,104,8,3,14,2,1,0,0,1,,,,,0,6,408
420,150,32,5,2,12,8,8,129,8,5,15,5,1,0,0,0,,,,,0,13,420
405,167,29,4,7,7,12,8,11,4,3,11,7,2,4,0,0,,,,,0,15,405
410,139,37,3,6,6,12,5,116,8,6,11,6,0,1,1,1,,,,,0,15,410
Sin dato,144,35,9,11,5,7,9,121,7,9,10,8,1,1,0,4,,,,,0,9,414
390,126,31,4,4,8,13,3,121,7,4,9,3,2,2,0,0,,,,,0,17,390
419,136,37,8,4,16,11,8,121,5,5,15,5,0,1,0,2,,,,,0,10,419
394,145,26,5,9,7,13,13,116,6,9,14,1,2,1,0,0,,,,,1,8,394
346,100,36,4,6,11,15,10,102,4,4,15,6,0,0,0,0,,,,,0,17,346
339,125,44,2,5,10,7,5,88,4,4,10,6,1,1,0,1,,,,,0,10,339
291,106,37,1,3,12,7,4,68,8,3,13,0,5,0,0,2,,,,,0,11,291
290,96,47,2,0,9,10,9,59,7,4,12,2,0,1,0,2,,,,,Sin dato,14,290
377,149,51,3,10,18,8,4,75,5,4,10,6,0,0,0,3,,,,,2,9,377
Sin dato,161,50,6,4,7,9,5,80,3,24,7,5,2,1,0,2,,,,,0,16,401
449,158,37,10,6,17,18,3,122,4,7,13,7,0,2,0,5,,,,,0,12,449
455,172,38,6,5,14,19,7,118,4,8,16,5,0,2,0,2,,,,,0,18,455
425,162,45,7,9,10,6,11,102,9,10,20,4,1,0,0,1,,,,,3,7,425
452,158,43,6,17,16,13,12,106,9,14,19,4,0,2,0,5,,,,,0,10,452
0,138,44,2,8,21,21,7,110,7,6,17,Sin dato,1,1,Sin dato,4,,,,,1,16,425
412,123,55,4,3,19,9,8,115,5,7,22,2,2,0,0,0,,,,,0,15,412
422,128,50,7,4,12,17,10,112,9,7,16,9,Sin dato,Sin dato,Sin dato,2,,,,,2,12,Sin dato
Sin dato,111,34,6,6,11,6,5,65,3,4,5,2,0,1,4,11,,,,,0,5,277
294,89,33,0,9,12,8,3,79,5,3,15,3,0,1,0,1,,,,,1,12,294
268,115,33,7,0,3,4,0,56,7,4,9,2,0,0,5,2,,,,,0,7,268
274,104,30,4,5,4,9,3,71,6,4,6,2,0,1,0,0,,,,,1,9,274
420,135,57,5,10,12,11,1,112,1,6,21,3,1,0,0,3,,,,,1,14,420
417,147,48,4,9,12,11,3,105,4,5,10,11,2,0,0,2,,,,,0,15,417
Sin dato,147,44,8,6,5,10,4,136,6,12,22,5,2,0,0,0,,,,,0,15,447
Sin dato,155,41,9,16,10,9,7,123,5,9,16,0,0,0,0,0,,,,,0,9,440
Ilegible,137,46,7,7,6,12,8,134,12,6,11,5,3,1,0,4,,,,,1,15,436
433,132,33,3,10,5,16,13,153,5,16,16,3,1,1,0,0,,,,,0,10,433
436,143,53,5,9,5,13,4,137,3,14,10,2,0,1,0,1,,,,,0,11,436
418,129,62,5,4,14,8,8,124,4,4,10,2,2,Sin dato,2,Sin dato,,,,,Sin dato,16,418
Sin dato,Ilegible,36,4,8,14,23,8,131,7,10,18,13,1,1,0,1,,,,,0,19,425
402,141,39,4,6,7,14,7,104,7,9,14,6,1,1,0,4,,,,,1,12,142
460,143,57,8,1,10,15,7,143,5,3,19,3,0,2,0,3,,,,,0,20,460
463,114,63,4,6,Ilegible,16,6,143,8,11,19,10,0,2,0,1,,,,,0,16,463
Sin dato,135,63,6,6,10,13,2,121,7,2,17,12,1,0,0,5,,,,,1,18,439
Sin dato,99,52,1,18,8,6,2,62,4,3,8,1,0,0,0,7,,,,,0,11,308
321,112,54,1,10,8,5,7,64,4,6,15,2,0,0,0,0,,,,,2,6,321
Sin dato,140,110,3,0,5,7,2,29,6,0,3,4,0,1,0,4,,,,,0,18,332
Ilegible,167,Ilegible,6,2,3,15,3,30,3,4,4,0,7,0,0,5,,,,,0,20,367
321,141,78,6,5,3,15,5,39,2,0,7,2,1,1,0,0,,,,,0,12,321
340,138,97,1,5,2,11,3,37,8,0,3,4,0,0,0,8,,,,,0,22,340
431,120,Ilegible,Ilegible,7,7,22,1,114,17,6,10,8,0,0,0,2,,,,,1,15,431
Sin dato,116,43,7,5,10,18,5,132,8,3,10,4,3,0,1,3,,,,,0,16,Sin dato
,,,,,,,,,,,,,,,,,,,,,,,
444,126,Ilegible,5,12,8,13,7,Ilegible,6,5,21,8,3,1,1,Sin dato,,,,,2,12,444
412,103,60,5,5,9,19,8,133,14,2,16,4,2,0,0,3,,,,,1,12,412
,,,,,,,,,,,,,,,,,,,,,,,
322,104,45,7,7,3,28,8,69,11,1,6,4,0,0,0,1,,,,,0,18,322
297,71,75,3,5,5,19,7,61,6,3,10,2,1,4,0,1,,,,,2,16,297
313,111,36,4,5,10,8,3,87,6,4,8,9,1,0,0,2,,,,,0,13,313
1,121,32,3,5,10,11,4,106,5,6,6,3,1,1,3,0,,,,,0,5,331
359,140,23,3,4,4,13,4,112,7,8,8,7,1,0,0,1,,,,,0,9,358
372,136,32,4,2,12,11,7,94,12,6,12,4,0,1,0,0,,,,,0,17,372
349,140,32,3,6,3,12,6,98,4,1,10,10,0,1,0,2,,,,,0,7,349
323,111,27,3,5,5,10,5,90,9,10,7,7,1,2,0,3,,,,,0,12,323
348,167,38,6,6,10,13,6,73,3,1,8,5,0,2,0,0,,,,,1,5,348
326,95,24,6,5,11,10,4,88,9,6,11,13,1,2,0,2,,,,,0,14,326
350,123,35,7,2,7,14,6,114,4,5,5,4,0,1,0,2,,,,,0,8,350
350,134,34,7,5,10,12,5,86,9,4,6,2,1,1,0,0,,,,,10,10,353
334,105,51,2,7,3,12,1,94,8,7,12,4,2,1,0,1,,,,,0,7,334
316,88,28,4,6,3,8,5,14,8,5,10,7,2,0,0,0,,,,,0,11,316
352,125,40,0,6,6,15,5,89,4,4,11,7,0,0,0,2,,,,,0,20,352
354,85,97,2,5,12,19,3,90,9,2,1,6,0,0,0,5,,,,,0,15,354
348,99,70,17,8,17,17,5,83,4,12,8,5,1,1,0,5,,,,,0,7,348
351,149,44,7,6,3,22,4,65,5,13,4,2,3,0,0,2,,,,,0,17,351
340,125,44,2,8,1,13,5,87,10,14,5,2,0,1,0,1,,,,,0,10,340
227,126,75,6,9,12,22,4,120,4,6,6,8,0,0,0,1,,,,,0,14,427
325,122,29,5,11,4,11,5,91,10,3,5,3,2,2,0,0,,,,,0,17,325
323,100,50,4,4,5,10,2,84,6,6,13,10,1,2,0,2,,,,,0,19,322
317,108,44,5,4,3,10,8,79,10,4,12,4,1,2,0,0,,,,,0,18,317
Sin dato,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,11,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,,,,Ilegible,Ilegible,532
363,82,90,5,14,8,16,4,75,7,22,10,0,0,0,6,1,,,,,0,15,363
Sin dato,Ilegible,94,Ilegible,8,5,Ilegible,7,66,7,20,7,5,Sin dato,4,Sin dato,Sin dato,,,,,Sin dato,Ilegible,Ilegible
422,118,120,2,8,10,12,6,72,12,20,7,5,Sin dato,Sin dato,Sin dato,2,,,,,Sin dato,Sin dato,402
406,94,116,6,10,4,10,8,71,7,27,12,7,2,1,1,0,,,,,Sin dato,25,406
Sin dato,99,132,5,8,13,6,8,89,6,8,10,3,2,1,3,7,,,,,12,29,Sin dato
,,,,,,,,,,,,,,,,,,,,,,,
394,140,101,2,7,5,24,5,66,6,7,8,1,1,0,0,3,,,,,0,15,399
Sin dato,163,91,3,5,3,15,11,83,12,5,3,0,1,0,1,9,,,,,0,22,Sin dato
396,101,79,5,10,7,22,11,79,13,7,12,4,1,1,1,6,,,,,1,18,396
351,91,101,7,5,5,21,2,62,6,6,7,5,0,3,0,2,,,,,0,15,351
0,65,92,8,6,4,18,9,82,9,6,2,8,0,1,0,3,,,,,0,12,333
410,175,39,9,5,10,17,5,69,11,2,4,1,0,0,0,0,,,,,0,25,410
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,175,53,5,5,10,18,8,92,11,2,2,2,1,Sin dato,Sin dato,2,,,,,Sin dato,17,433
409,181,62,4,1,11,17,2,70,11,1,2,2,Sin dato,Sin dato,Sin dato,1,,,,,Sin dato,15,Sin dato
367,98,129,1,5,4,21,3,56,8,4,6,2,0,0,0,7,,,,,0,12,367
394,106,132,3,5,5,14,6,52,6,4,12,3,3,1,0,3,,,,,0,25,394
356,100,123,2,8,2,27,1,50,3,4,8,3,0,3,0,4,,,,,0,20,365
311,124,70,3,4,13,11,5,26,10,0,3,3,0,3,0,2,,,,,0,16,311
439,134,107,5,4,10,11,4,104,13,2,3,0,4,1,3,2,,,,,0,20,439
Sin dato,102,88,3,10,10,23,4,104,12,3,18,5,1,3,Sin dato,5,,,,,Sin dato,14,Sin dato
400,102,106,5,6,10,19,7,88,3,3,4,0,0,0,0,6,,,,,0,25,393
393,100,104,7,5,4,97,4,17,10,5,3,9,7,0,2,6,,,,,0,13,93
449,Ilegible,45,8,7,15,20,9,133,5,4,13,4,1,Sin dato,Sin dato,1,,,,,Sin dato,22,449
338,136,38,2,10,6,12,2,86,6,2,9,2,0,0,0,1,,,,,1,11,338
363,128,30,7,6,4,15,7,100,8,6,16,3,1,0,0,1,,,,,6,11,363
368,124,62,3,3,3,10,3,88,6,4,17,5,0,0,0,2,,,,,0,18,369
402,133,55,6,4,15,15,7,117,3,1,15,3,0,1,0,0,,,,,0,11,402
345,121,25,2,2,22,11,10,101,5,8,5,3,0,0,0,0,,,,,0,5,345
306,117,28,2,6,7,9,3,81,5,4,9,5,0,2,0,1,,,,,0,12,306
Sin dato,108,22,2,3,7,7,3,98,5,4,6,3,0,0,0,1,,,,,0,8,296
452,140,59,5,5,14,11,7,128,5,5,20,5,1,2,0,2,,,,,0,22,452
454,138,64,10,11,16,13,6,117,5,4,27,5,2,1,0,0,,,,,Sin dato,11,454
240,105,25,3,2,3,8,3,56,2,3,7,2,0,0,0,0,,,,,Sin dato,8,240
235,72,27,1,7,7,5,8,62,4,2,12,4,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,9,235
467,173,33,4,6,8,10,6,158,7,1,18,5,4,1,0,1,,,,,0,9,467
438,149,34,8,9,16,18,12,122,7,2,17,2,0,0,0,0,,,,,0,12,438
262,88,33,8,1,8,7,3,68,5,6,17,4,1,0,0,1,,,,,0,3,262
274,81,27,3,3,7,10,4,89,4,5,12,Sin dato,3,Sin dato,Sin dato,1,,,,,Sin dato,6,274
463,193,24,7,9,7,12,4,132,13,5,13,7,0,2,0,4,,,,,0,13,463
328,129,21,4,14,1,8,10,100,4,5,4,4,0,0,0,0,,,,,0,10,328
305,110,16,3,8,9,6,4,92,4,6,12,5,2,0,0,2,,,,,0,10,305
,,,,,,,,,,,,,,,,,,,,,,,
610,151,22,3,5,4,15,1,132,4,13,Ilegible,5,0,0,0,0,,,,,1,8,121
393,132,38,4,8,9,8,2,113,4,2,23,2,2,0,0,1,,,,,1,11,393
388,137,34,6,5,18,11,3,116,7,3,6,4,0,0,1,1,,,,,0,10,388
403,165,34,3,4,3,14,6,115,4,5,9,3,2,0,0,0,,,,,0,15,403
386,154,26,0,7,11,11,4,116,4,8,13,4,0,0,0,0,,,,,0,5,386
486,186,28,3,5,14,13,7,162,7,3,12,5,0,2,0,1,,,,,0,16,486
375,112,35,1,5,48,4,1,114,3,5,15,2,0,3,0,2,,,,,0,6,375
284,97,12,0,0,25,7,2,75,6,10,11,2,0,0,2,1,,,,,1,11,284
291,84,37,5,4,22,5,2,83,3,3,9,3,0,0,0,2,,,,,Sin dato,14,291
Sin dato,106,27,4,4,6,12,2,100,4,4,14,4,0,2,0,2,,,,,1,5,Sin dato
329,133,24,3,6,7,6,5,83,9,3,5,6,1,Ilegible,0,0,,,,,0,12,329
244,75,15,3,8,14,3,5,79,5,2,10,5,1,0,0,2,,,,,0,6,244
257,68,31,4,5,12,8,3,74,3,5,14,5,2,1,0,0,,,,,0,5,Ilegible
311,106,21,4,4,14,12,4,88,2,8,10,2,1,2,0,0,,,,,0,17,311
329,134,24,8,4,11,9,1,85,6,8,9,0,0,0,0,0,,,,,0,15,329
257,101,17,3,4,10,6,5,68,5,8,6,0,3,0,0,0,,,,,0,10,257
259,85,17,2,5,8,10,1,88,4,2,10,3,1,0,0,0,,,,,0,9,259
325,113,26,5,5,2,10,3,88,5,7,16,4,0,0,0,2,,,,,0,16,325
311,116,16,2,7,9,7,10,91,4,8,8,0,0,0,0,1,,,,,2,8,311
,,,,,,,,,,,,,,,,,,,,,,,
445,102,119,12,6,27,13,6,80,9,11,26,1,0,1,0,3,,,,,0,29,445
0,100,101,11,Sin dato,38,14,4,68,8,18,23,3,3,Sin dato,Ilegible,7,,,,,Sin dato,20,419
478,99,112,24,7,23,11,8,91,9,17,31,5,0,1,0,3,,,,,1,27,469
Sin dato,158,104,12,8,25,15,5,90,10,12,24,1,Sin dato,3,Sin dato,4,,,,,Sin dato,18,489
49,11,13,0,1,3,3,0,5,4,1,1,0,0,0,0,0,,,,,0,7,49
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
388,97,98,11,3,25,12,4,68,7,12,24,0,0,1,0,7,,,,,0,19,388
396,93,77,19,4,22,6,7,87,6,17,33,5,2,0,0,3,,,,,0,16,399
Sin dato,135,83,30,15,25,15,12,58,14,15,18,1,0,0,0,2,,,,,0,24,448
134,21,24,3,3,7,6,1,43,3,4,13,3,1,0,0,0,,,,,0,2,134
397,116,59,28,2,27,8,7,84,11,5,18,4,2,2,0,6,,,,,0,18,397
437,118,94,30,1,16,1,9,75,23,17,23,Sin dato,Sin dato,Sin dato,Sin dato,1,,,,,0,22,437
410,123,69,17,6,20,8,7,90,14,11,13,0,0,1,0,2,,,,,0,29,410
440,75,93,18,4,16,15,10,114,17,16,23,5,1,0,0,4,,,,,0,29,440
427,93,90,11,2,18,17,9,113,9,8,27,5,0,2,1,3,,,,,0,19,427
278,101,86,9,10,21,4,8,101,18,13,25,6,0,3,0,4,,,,,0,22,431
395,78,89,12,2,20,14,12,90,11,12,20,3,1,2,0,4,,,,,0,25,395
Sin dato,158,59,24,6,26,12,11,53,18,9,27,0,0,1,0,0,,,,,0,20,424
438,172,73,19,4,23,11,4,51,17,8,17,1,0,1,1,3,,,,,1,22,428
440,156,84,11,4,26,15,7,54,23,11,21,2,0,0,0,3,,,,,0,23,Sin dato
415,100,58,26,5,18,23,9,86,20,19,28,4,1,0,0,4,,,,,0,16,416
429,127,46,29,3,19,22,13,69,14,24,34,3,1,0,0,0,,,,,1,22,429
424,112,64,26,2,14,17,16,73,24,10,38,4,3,0,0,0,,,,,0,22,424
426,125,51,26,7,17,20,5,87,22,20,20,0,0,0,0,0,,,,,1,25,Ilegible
446,144,61,21,3,29,16,7,85,20,4,27,5,1,0,0,5,,,,,0,19,447
461,130,81,18,3,30,22,10,81,24,7,24,1,0,0,0,6,,,,,0,24,461
446,143,65,12,5,26,18,6,107,21,7,26,7,4,Sin dato,Sin dato,3,,,,,Sin dato,22,446
498,138,94,13,9,31,10,9,103,29,11,17,14,0,0,0,3,,,,,0,17,498
460,135,87,10,5,20,28,11,76,16,10,30,6,2,4,0,1,,,,,0,19,460
437,94,99,13,5,18,5,8,60,13,98,7,3,0,0,0,2,,,,,1,11,437
407,91,69,8,2,13,14,6,59,19,94,11,1,0,0,0,0,,,,,0,17,404
437,71,89,13,4,10,11,7,70,13,112,0,4,2,2,0,4,,,,,0,20,437
410,80,53,10,6,43,12,4,105,21,18,29,0,0,2,0,6,,,,,1,18,408
428,91,50,11,3,52,10,6,127,19,12,19,4,Sin dato,2,Sin dato,2,,,,,Sin dato,20,428
,,,,,,,,,,,,,,,,,,,,,,,
459,107,56,8,3,47,5,13,106,35,8,29,4,3,2,0,Sin dato,,,,,Sin dato,21,454
442,123,51,12,7,34,10,12,97,30,15,23,2,2,1,1,23,,,,,Sin dato,15,457
,,,,,,,,,,,,,,,,,,,,,,,
486,138,111,19,4,15,14,12,83,10,6,54,3,1,2,Sin dato,4,,,,,Sin dato,10,486
494,162,83,6,2,21,21,4,70,9,8,69,5,2,3,1,4,,,,,Sin dato,24,494
438,135,75,11,2,17,22,4,69,12,5,61,1,0,1,0,0,,,,,1,22,438
Sin dato,139,116,12,5,18,11,10,89,11,Ilegible,60,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,0,21,502
509,125,92,18,7,19,12,7,100,26,17,44,6,1,Sin dato,Sin dato,4,,,,,1,29,509
511,148,93,20,4,16,23,9,68,28,12,57,4,2,0,0,2,,,,,0,25,511
528,142,96,17,11,19,18,7,107,24,14,49,4,Sin dato,Sin dato,Sin dato,5,,,,,Sin dato,15,524
579,195,79,22,4,22,13,8,136,34,10,20,4,4,1,1,3,,,,,0,23,579
0,183,79,18,5,18,11,7,127,22,11,132,6,3,1,1,1,,,,,4,30,558
553,244,53,21,8,16,11,7,90,28,15,24,7,1,2,0,1,,,,,0,22,550
424,145,73,13,1,23,10,4,63,31,9,16,8,1,0,1,2,,,,,0,24,424
439,156,73,7,4,28,14,4,68,31,10,22,2,1,0,0,1,,,,,1,17,439
428,148,55,25,1,14,14,6,79,42,7,12,1,2,0,0,0,,,,,0,22,428
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
415,68,90,11,3,32,20,11,47,19,12,71,2,Ilegible,1,Ilegible,5,,,,,Ilegible,23,Sin dato
,,,,,,,,,,,,,,,,,,,,,,,
0,121,87,12,2,22,19,5,57,32,7,28,0,1,1,1,3,,,,,0,29,427
416,92,92,18,12,15,19,9,61,39,4,28,1,2,1,0,3,,,,,0,20,416
385,94,87,14,5,20,15,10,43,35,8,31,2,1,1,1,1,,,,,0,18,385
,,,,,,,,,,,,,,,,,,,,,,,
381,102,80,19,0,24,10,10,50,25,12,22,0,1,0,0,1,,,,,0,25,381
,,,,,,,,,,,,,,,,,,,,,,,
372,85,85,22,3,16,20,5,49,Ilegible,Ilegible,38,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,32,383
406,109,103,18,2,12,24,2,68,15,11,17,6,1,1,1,2,,,,,Sin dato,14,406
399,174,83,6,5,16,13,6,21,39,1,10,3,0,0,0,3,,,,,0,19,399
420,144,82,10,2,26,19,8,40,38,3,20,3,0,1,Sin dato,2,,,,,Ilegible,19,420
Sin dato,166,74,10,2,22,12,5,53,23,5,34,3,0,0,0,3,,,,,0,33,442
431,166,80,10,7,14,15,39,29,28,8,6,4,0,0,1,7,,,,,0,17,431
424,172,65,14,3,18,20,5,38,24,8,23,3,1,0,0,3,,,,,0,27,424
426,125,79,9,5,10,16,6,44,22,10,62,0,1,1,0,4,,,,,0,32,426
Ilegible,153,82,11,10,7,24,8,43,16,21,51,2,1,0,0,3,,,,,0,30,462
213,80,28,11,4,9,6,3,34,9,12,3,0,0,0,0,2,,,,,0,12,213
349,108,103,14,5,9,8,8,35,8,7,21,5,1,0,0,2,,,,,0,15,349
436,175,74,8,4,21,20,7,55,19,7,17,2,3,0,0,4,,,,,0,20,436
414,177,48,8,10,13,24,6,48,19,3,16,2,2,0,1,3,,,,,0,34,414
461,199,60,7,9,17,30,2,58,9,3,36,3,0,1,1,3,,,,,0,23,461
,,,,,,,,,,,,,,,,,,,,,,,
191,50,65,3,Sin dato,7,9,Sin dato,10,11,Ilegible,13,1,Sin dato,Sin dato,Sin dato,4,,,,,Sin dato,14,191
408,140,120,13,4,5,15,4,46,16,7,12,1,1,0,0,3,,,,,1,20,408
Sin dato,143,72,12,6,19,17,6,71,18,12,12,2,Sin dato,2,Sin dato,Sin dato,,,,,Sin dato,23,415
434,142,62,20,5,26,16,6,81,22,9,15,1,0,0,0,0,,,,,0,28,434
443,172,79,14,2,18,12,6,72,17,8,20,0,1,0,0,1,,,,,0,18,443
,,,,,,,,,,,,,,,,,,,,,,,
392,109,67,4,3,8,20,6,116,7,1,16,9,1,1,2,3,,,,,1,18,392
387,113,69,5,7,9,20,7,104,7,4,16,8,3,2,0,3,,,,,0,10,387
385,121,56,4,12,10,15,7,108,12,1,15,3,0,1,0,3,,,,,1,16,385
414,134,52,0,5,15,18,10,124,9,1,12,5,1,0,0,1,,,,,1,16,Sin dato
396,118,59,3,13,15,7,5,122,6,4,13,10,0,0,1,3,,,,,Sin dato,17,396
411,114,68,5,8,20,17,7,106,11,5,22,9,1,2,0,1,,,,,0,13,411
427,129,45,4,15,19,25,10,127,4,3,23,11,1,2,0,4,,,,,1,10,433
9,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,,,,0,0,9
420,101,54,3,17,20,21,8,128,9,5,27,10,0,0,0,1,,,,,1,15,420
415,121,49,6,10,18,19,12,121,12,6,23,2,1,0,0,4,,,,,0,11,415
Sin dato,104,49,6,21,13,15,7,123,6,6,18,0,2,0,8,0,,,,,1,13,392
0,99,40,4,16,18,16,4,131,8,5,26,5,1,0,0,3,,,,,0,17,393
388,104,40,6,10,21,8,8,135,9,7,21,6,1,1,0,1,,,,,0,10,388
402,103,49,6,12,16,18,10,13,5,7,18,11,1,2,0,3,,,,,0,11,402
406,128,46,5,11,18,16,12,130,6,4,13,7,0,0,0,1,,,,,1,8,406
446,154,49,2,7,14,17,9,143,5,0,27,4,1,0,0,1,,,,,0,13,446
410,113,53,5,20,17,16,8,126,11,1,22,5,1,1,0,1,,,,,0,10,410
407,123,56,4,13,15,18,13,112,5,5,24,5,0,2,0,2,,,,,1,9,407
415,117,62,5,14,14,4,135,8,5,Ilegible,30,9,1,0,0,2,,,,,0,8,412
392,101,51,7,13,14,18,11,123,8,2,21,5,1,0,1,2,,,,,1,13,392
434,183,68,7,11,5,21,10,82,6,1,5,6,2,4,0,2,,,,,0,21,434
454,200,58,9,5,3,17,13,99,7,3,8,9,1,2,1,1,,,,,0,18,454
Sin dato,195,62,3,10,7,10,9,96,10,0,6,19,1,5,3,3,,,,,1,14,444
441,179,87,3,5,4,11,6,79,5,3,6,21,6,2,3,4,,,,,0,17,441
430,202,72,7,11,9,14,11,53,6,2,5,10,0,4,0,2,,,,,Sin dato,22,430
454,199,78,9,3,9,18,9,80,12,0,10,2,2,1,0,3,,,,,0,19,454
445,205,87,5,3,16,17,5,60,6,1,8,1,2,1,0,3,,,,,0,25,445
475,89,165,4,30,6,30,7,90,8,0,7,9,0,5,3,9,,,,,0,13,475
414,111,50,7,12,15,24,7,126,20,1,13,7,0,0,1,0,,,,,0,20,414
436,158,127,11,15,5,16,6,50,13,2,5,6,1,3,0,5,,,,,0,13,436
404,157,100,10,13,3,17,7,53,10,1,8,3,2,1,Sin dato,3,,,,,Sin dato,13,Sin dato
Sin dato,146,100,4,7,3,22,6,54,7,1,7,6,Sin dato,Sin dato,Sin dato,4,,,,,Sin dato,19,Sin dato
,,,,,,,,,,,,,,,,,,,,,,,
373,135,60,6,4,16,15,2,84,14,2,7,11,0,1,0,3,,,,,0,13,373
372,107,47,5,2,22,16,6,118,9,3,7,1,8,5,0,2,,,,,0,14,372
363,119,58,10,3,9,15,0,106,12,1,4,3,1,6,4,2,,,,,0,10,363
379,115,69,4,3,17,5,2,101,10,0,9,26,1,3,0,1,,,,,0,13,379
352,94,60,6,6,9,18,10,100,10,0,12,8,1,0,0,3,,,,,0,15,352
359,111,58,9,13,19,13,8,90,10,4,4,14,0,1,1,1,,,,,0,15,371
378,126,58,2,6,18,17,6,98,11,2,14,3,0,1,0,1,,,,,0,15,378
Sin dato,107,61,12,14,Ilegible,10,5,104,9,2,9,14,0,0,0,2,,,,,0,20,381
348,79,64,4,5,14,19,9,98,6,6,13,9,2,2,0,0,,,,,0,16,346
0,114,63,7,12,16,12,7,106,18,4,10,8,1,1,1,4,,,,,0,13,397
387,88,71,6,11,5,17,1,136,10,2,12,8,8,3,1,3,,,,,2,10,Sin dato
342,108,66,7,8,11,20,2,98,4,4,1,0,0,0,0,0,,,,,0,13,342
357,93,57,5,13,8,20,14,95,7,4,10,8,1,0,0,4,,,,,2,16,357
Sin dato,129,55,5,15,11,15,12,135,17,14,13,18,2,4,1,1,,,,,Sin dato,12,459
342,139,61,2,5,5,16,10,74,8,1,3,6,1,2,1,1,,,,,0,7,342
355,122,68,2,6,10,25,6,79,10,2,5,6,0,2,1,2,,,,,0,9,355
347,132,53,6,11,7,19,4,69,8,0,8,2,1,1,0,5,,,,,0,21,347
333,170,59,3,13,4,10,5,45,3,0,10,4,0,0,0,1,,,,,0,6,333
325,160,51,2,5,6,18,5,42,4,2,14,2,3,1,0,1,,,,,0,9,325
Sin dato,118,94,7,19,10,13,3,63,4,1,6,2,0,1,0,4,,,,,0,10,355
350,138,84,5,8,9,15,8,59,4,1,4,2,0,0,0,1,,,,,Sin dato,12,350
373,118,90,4,13,2,22,6,64,10,1,14,3,0,1,0,4,,,,,0,16,373
307,68,64,5,26,20,15,4,69,6,1,10,5,2,0,1,2,,,,,0,9,307
Sin dato,71,60,5,34,13,20,4,77,5,4,9,5,0,2,0,2,,,,,0,15,326
338,64,63,6,37,27,30,3,67,8,1,12,4,1,1,0,2,,,,,Sin dato,12,338
354,121,48,6,16,7,12,7,84,12,1,15,8,1,1,0,2,,,,,0,13,354
336,98,47,6,14,13,15,6,88,3,3,17,9,1,0,0,1,,,,,0,15,336
375,131,56,4,20,5,17,7,87,11,2,11,0,0,4,0,1,,,,,0,19,375
406,174,82,12,5,5,18,6,61,7,3,10,5,Sin dato,Sin dato,Sin dato,3,,,,,Sin dato,15,406
372,167,58,7,5,7,19,0,59,15,3,7,0,6,0,0,0,,,,,0,19,372
362,147,76,7,1,9,16,3,39,5,2,10,7,3,3,0,4,,,,,3,27,362
353,156,59,5,1,7,26,0,50,9,2,6,7,0,1,0,1,,,,,1,27,358
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
383,215,46,8,6,11,12,4,58,4,8,0,1,0,1,0,0,,,,,0,9,383
366,205,37,2,5,13,7,4,55,9,1,6,3,3,1,0,3,,,,,0,12,366
